10,28,09,0.339,-1.575,10.5
10,28,13,0.336,-0.557,10.5
10,28,55,0.362,-1.398,10.9
10,28,55,0.361,-1.218,10.9
10,28,55,0.369,-0.489,10.9
10,28,55,0.357,-0.534,10.9
10,28,55,0.359,-1.469,10.9
10,28,56,0.367,-1.222,10.9
10,28,56,0.366,-0.517,10.9
10,28,56,0.356,-0.793,10.9
10,28,56,0.369,-1.434,10.9
10,28,56,0.367,-1.010,10.9
10,28,56,0.361,-0.317,10.9
10,28,57,0.367,-1.280,10.9
10,28,57,0.374,-1.335,10.9
10,28,57,0.366,-0.537,10.9
10,28,57,0.366,-0.334,10.9
10,28,57,0.375,-1.481,10.9
10,28,58,0.370,-1.164,10.9
10,28,58,0.369,-0.358,10.9
10,28,58,0.373,-0.794,10.9
10,28,58,0.375,-1.634,10.9
10,28,58,0.370,-0.966,10.9
10,28,59,0.370,-0.064,10.9
10,28,59,0.369,-1.012,10.9
10,28,59,0.366,-1.645,11.0
10,28,59,0.371,-0.943,11.0
10,28,59,0.370,-0.219,11.0
10,28,59,0.369,-1.225,11.0
10,29,00,0.366,-1.464,11.0
10,29,00,0.375,-0.756,11.0
10,29,00,0.363,-0.319,11.0
10,29,00,0.365,-1.316,11.0
10,29,00,0.369,-1.422,11.0
10,29,01,0.369,-0.593,11.0
10,29,01,0.358,-0.472,11.0
10,29,01,0.370,-1.527,11.0
10,29,01,0.371,-1.419,11.0
10,29,01,0.366,-0.401,11.0
10,29,02,0.362,-0.503,11.0
10,29,02,0.371,-1.647,11.0
10,29,02,0.367,-1.416,11.0
10,29,02,0.365,-0.230,11.0
10,29,02,0.371,-0.825,11.0
10,29,02,0.372,-1.659,11.0
10,29,03,0.371,-1.026,11.0
10,29,03,0.368,-0.093,11.0
10,29,03,0.367,-1.037,11.0
10,29,03,0.363,-1.741,11.0
10,29,03,0.372,-0.984,11.0
10,29,04,0.367,-0.288,11.0
10,29,04,0.367,-1.231,11.0
10,29,04,0.371,-1.629,11.0
10,29,04,0.377,-0.642,11.0
10,29,04,0.366,-0.448,11.0
10,29,05,0.374,-1.253,11.0
10,29,05,0.377,-1.420,11.0
10,29,05,0.371,-0.443,11.0
10,29,05,0.370,-0.796,11.0
10,29,05,0.379,-1.332,11.0
10,29,05,0.378,-1.129,11.0
10,29,06,0.373,-0.458,11.0
10,29,06,0.378,-0.982,11.0
10,29,06,0.375,-1.286,11.1
10,29,06,0.377,-0.934,11.1
10,29,06,0.379,-0.752,11.1
10,29,07,0.381,-0.952,11.1
10,29,07,0.374,-1.141,11.1
10,29,07,0.382,-0.808,11.1
10,29,07,0.379,-0.926,11.1
10,29,07,0.374,-0.953,11.1
10,29,08,0.375,-1.031,11.1
10,29,08,0.380,-0.760,11.1
10,29,08,0.371,-0.887,11.1
10,29,08,0.373,-0.975,11.1
10,29,08,0.378,-1.067,11.1
10,29,09,0.373,-0.747,11.1
10,29,09,0.372,-0.737,11.1
10,29,09,0.376,-0.998,11.1
10,29,09,0.373,-0.898,11.1
10,29,09,0.370,-0.726,11.1
10,29,09,0.374,-0.778,11.1
10,29,10,0.374,-1.105,11.1
10,29,10,0.368,-0.830,11.1
10,29,10,0.373,-0.669,11.1
10,29,10,0.369,-0.868,11.1
10,29,10,0.365,-1.238,11.1
10,29,11,0.367,-0.768,11.1
10,29,11,0.370,-0.616,11.1
10,29,11,0.365,-0.955,11.1
10,29,11,0.368,-1.171,11.1
10,29,11,0.370,-0.657,11.1
10,29,12,0.367,-0.562,11.1
10,29,12,0.368,-1.096,11.1
10,29,12,0.374,-1.062,11.1
10,29,12,0.367,-0.641,11.1
10,29,12,0.363,-0.707,11.1
10,29,12,0.370,-1.202,11.1
